"Month","Year","Assembly_District","Democrat","Green","Independent","Libertarian","Natural Law","Non-Partisan","Other","Republican"
"October",2020,"16",15761,76,1647,400,0,9668,587,6422
"October",2020,"17",22546,53,1807,373,0,11187,500,9958
"October",2020,"18",18074,72,1735,370,0,10541,463,9164
"October",2020,"19",14185,39,2195,353,0,10578,376,17655
"October",2020,"20",16651,62,1693,396,0,9526,425,9754
"October",2020,"21",15195,54,1868,384,0,9687,335,12566
"October",2020,"22",16844,34,2479,437,0,12017,388,19691
"October",2020,"23",17075,36,2997,498,0,13013,374,25623
"October",2020,"24",16818,121,1665,539,6,9599,464,7927
"October",2020,"25",17479,103,2253,588,11,10737,428,20705
"October",2020,"26",17699,89,2555,737,9,12626,478,23367
"October",2020,"27",16260,124,1958,551,12,10050,416,12174
"October",2020,"28",13667,28,954,186,0,6616,338,3363
"October",2020,"29",17704,51,2212,460,0,11527,399,15589
"October",2020,"30",15288,103,1849,497,10,9465,429,11432
"October",2020,"31",15864,87,2304,625,8,10568,404,17881
"October",2020,"32",9068,42,1977,440,9,8518,308,21297
"October",2020,"33",5307,18,1757,375,4,7109,195,19121
"October",2020,"34",17495,63,1793,395,0,9851,370,11562
"October",2020,"35",22257,53,2752,584,0,16873,559,18381
"October",2020,"36",13981,65,3121,545,5,11869,416,25043
"October",2020,"37",17378,45,2020,369,0,10041,336,16602
"October",2020,"38",8232,49,2611,592,6,9948,310,23256
"October",2020,"39",11906,62,2580,582,11,9783,257,28410
"October",2020,"40",13578,60,2380,575,5,9453,338,20309
"October",2020,"41",19169,68,2363,539,0,13154,497,15353
"October",2020,"42",14328,48,1344,290,0,8510,334,7578
"October",2021,"1",19889,32,2090,384,0,12855,1686,12214
"October",2021,"2",14380,35,2131,399,0,12054,1386,15236
"October",2021,"3",13912,34,1255,274,0,9362,1167,6346
"October",2021,"4",17352,44,2484,520,0,13731,1675,17001
"October",2021,"5",14309,43,1720,357,0,10707,1321,11078
"October",2021,"6",16500,26,1022,184,0,8785,1219,2824
"October",2021,"7",18336,43,1340,232,0,10324,1343,6330
"October",2021,"8",16023,47,1802,360,0,13271,1678,10056
"October",2021,"9",20227,47,2561,499,0,17277,2257,15456
"October",2021,"10",12904,43,1243,259,0,9029,1194,6228
"October",2021,"11",11613,26,874,169,0,7611,887,2647
"October",2021,"12",18531,42,1908,329,0,13177,1645,13075
"October",2021,"13",13750,22,2210,427,0,11431,1243,17338
"October",2021,"14",13799,41,1089,200,0,8982,1114,4755
"October",2021,"15",14910,49,1425,284,0,9895,1097,6005
"October",2021,"16",12869,60,1411,346,0,10550,1248,5444
"October",2021,"17",21343,46,1837,364,0,13527,1835,9258
"October",2021,"18",16301,59,1643,339,0,11970,1473,8136
"October",2021,"19",13049,28,2203,345,0,12510,1197,16528
"October",2021,"20",14767,50,1612,362,0,10558,1358,8685
"October",2021,"21",13793,43,1861,351,0,10603,1217,11315
"October",2021,"22",15402,28,2456,427,0,13234,1485,17874
"October",2021,"23",16063,35,3124,503,0,14821,1381,23689
"October",2021,"24",15694,104,1670,517,6,11479,1114,7552
"October",2021,"25",16973,94,2393,615,7,12110,1266,19781
"October",2021,"26",17349,85,2763,752,9,14451,1381,22511
"October",2021,"27",15698,105,1966,567,10,11608,1216,11673
"October",2021,"28",12471,25,892,162,0,8135,1050,3141
"October",2021,"29",15976,47,2157,447,0,12764,1452,14013
"October",2021,"30",14754,91,1906,505,9,11285,1216,10920
"October",2021,"31",15383,78,2377,641,7,12385,1345,17283
"October",2021,"32",8658,37,2004,466,11,9927,784,20966
"October",2021,"33",4814,15,1722,340,4,8164,500,18647
"October",2021,"34",15775,52,1722,378,0,11002,1373,10259
"October",2021,"35",20971,40,2807,549,0,18689,2372,17241
"October",2021,"36",12010,47,2851,522,2,13325,1456,22558
"October",2021,"37",15949,36,2010,340,0,10950,1240,15135
"October",2021,"38",7360,41,2508,571,5,11668,817,21892
"October",2021,"39",11233,57,2655,639,11,11646,896,27560
"October",2021,"40",12933,54,2412,590,4,11420,897,19137
"October",2021,"41",17612,54,2354,489,0,15182,1997,13948
"October",2021,"42",12850,42,1317,265,0,9777,1244,6740
"November",2019,"1",18251,39,1636,312,0,8661,225,11205
"November",2019,"2",13671,41,1684,349,0,8961,159,14987
"November",2019,"3",14122,51,1055,237,0,6687,247,6330
"November",2019,"4",16301,55,2011,467,0,9854,209,16235
"November",2019,"5",13644,42,1401,348,0,7537,193,10891
"November",2019,"6",17487,31,885,192,0,6299,474,2760
"November",2019,"7",18070,52,1148,213,0,7245,303,6039
"November",2019,"8",14635,45,1406,334,0,8797,187,9033
"November",2019,"9",17660,43,1878,445,0,11364,214,13520
"November",2019,"10",12774,36,1117,260,0,6201,223,6157
"November",2019,"11",11738,36,800,193,0,5493,292,2659
"November",2019,"12",17032,49,1535,296,0,8915,256,11721
"November",2019,"13",13358,32,1822,362,0,8598,178,16488
"November",2019,"14",13735,47,914,161,0,6414,294,4559
"November",2019,"15",14846,53,1245,292,0,6979,311,5787
"November",2019,"16",13863,53,1362,375,0,7973,459,5453
"November",2019,"17",18833,44,1417,302,0,8450,272,8275
"November",2019,"18",15589,67,1395,350,0,8132,277,7629
"November",2019,"19",12637,39,1922,302,0,8396,206,15181
"November",2019,"20",14693,57,1418,357,0,7613,276,8610
"November",2019,"21",13361,47,1588,353,0,7811,178,10987
"November",2019,"22",14898,32,2030,415,0,9828,183,17375
"November",2019,"23",15114,38,2551,450,0,10524,174,22749
"November",2019,"24",16049,161,1585,547,6,9068,478,7923
"November",2019,"25",15958,117,2078,545,11,9536,350,19786
"November",2019,"26",15832,100,2314,683,8,10984,368,22163
"November",2019,"27",14792,124,1753,510,9,8723,338,11582
"November",2019,"28",12058,19,759,168,0,5369,247,2883
"November",2019,"29",15607,49,1826,386,0,9236,224,13655
"November",2019,"30",14028,101,1650,439,9,7793,311,10725
"November",2019,"31",14387,99,2028,567,10,8794,294,16591
"November",2019,"32",8519,39,1787,359,13,6796,187,18647
"November",2019,"33",4621,14,1377,268,3,4795,76,15264
"November",2019,"34",15061,49,1450,346,0,7898,207,10099
"November",2019,"35",18254,37,2077,548,0,12379,233,14569
"November",2019,"36",12145,69,2705,476,6,9149,170,21184
"November",2019,"37",15171,36,1764,312,0,8266,193,14765
"November",2019,"38",8197,54,2536,535,2,7708,194,21897
"November",2019,"39",11461,84,2643,601,8,8972,148,27046
"November",2019,"40",12077,69,2092,498,4,7588,236,18540
"November",2019,"41",15740,53,1801,466,0,9575,186,12501
"November",2019,"42",12349,47,1097,254,0,6596,185,6329
"November",2020,"1",21421,40,2104,363,0,11514,530,13430
"November",2020,"2",15963,45,2152,429,0,11374,432,17327
"November",2020,"3",15745,48,1316,295,0,8521,439,7231
"November",2020,"4",19068,53,2525,559,0,12947,567,19223
"November",2020,"5",15935,56,1765,402,0,10025,446,12517
"November",2020,"6",19351,29,1177,209,0,7877,553,3280
"November",2020,"7",20707,59,1446,283,0,9413,516,7119
"November",2020,"8",17929,57,1870,394,0,12330,558,11352
"November",2020,"9",22259,62,2615,547,0,15908,705,17205
"November",2020,"10",14507,54,1371,272,0,8064,463,7058
"November",2020,"11",13353,37,965,200,0,6763,398,3090
"November",2020,"12",20071,49,1920,360,0,11859,577,14212
"November",2020,"13",15039,35,2248,451,0,10811,404,19201
"November",2020,"14",15630,51,1152,211,0,8188,463,5450
"November",2020,"15",16782,56,1518,318,0,8787,438,6886
"November",2020,"16",16037,78,1699,410,0,10103,662,6567
"November",2020,"17",23008,54,1857,384,0,11776,589,10166
"November",2020,"18",18388,73,1777,382,0,10982,553,9397
"November",2020,"19",14399,39,2260,362,0,10960,458,18003
"November",2020,"20",16901,63,1736,410,0,9966,510,9976
"November",2020,"21",15357,55,1902,396,0,10070,416,12820
"November",2020,"22",17006,36,2526,458,0,12410,478,19972
"November",2020,"23",17195,36,3075,506,0,13485,448,26007
"November",2020,"24",17003,120,1703,544,6,10163,594,8083
"November",2020,"25",17590,101,2302,602,11,11096,561,20910
"November",2020,"26",17902,91,2624,753,9,13086,652,23614
"November",2020,"27",16522,121,2008,582,12,10487,542,12429
"November",2020,"28",13986,29,992,188,0,6978,410,3466
"November",2020,"29",17949,51,2264,473,0,11978,510,15877
"November",2020,"30",15482,99,1883,511,10,9912,572,11645
"November",2020,"31",16028,90,2350,641,8,11050,574,18172
"November",2020,"32",9197,44,2031,453,9,8887,390,21710
"November",2020,"33",5449,19,1863,394,5,7513,224,19905
"November",2020,"34",17738,62,1844,404,0,10229,464,11747
"November",2020,"35",22586,53,2821,610,0,17453,727,18815
"November",2020,"36",14073,65,3180,565,5,12222,492,25416
"November",2020,"37",17565,47,2059,377,0,10402,423,16805
"November",2020,"38",8283,48,2666,601,6,10199,354,23623
"November",2020,"39",11926,64,2625,592,12,10100,335,28695
"November",2020,"40",13615,59,2390,589,4,9605,375,20408
"November",2020,"41",19483,69,2439,558,0,13695,634,15706
"November",2020,"42",14573,49,1384,302,0,8874,414,7729
"November",2021,"1",19979,32,2111,388,0,13129,1684,12288
"November",2021,"2",14414,35,2136,398,0,12251,1379,15278
"November",2021,"3",13929,34,1264,274,0,9554,1158,6361
"November",2021,"4",17406,43,2504,525,0,13983,1669,17091
"November",2021,"5",14357,43,1733,350,0,10921,1320,11102
"November",2021,"6",16555,26,1042,188,0,8984,1215,2849
"November",2021,"7",18364,42,1343,234,0,10517,1340,6349
"November",2021,"8",16060,47,1814,364,0,13558,1667,10080
"November",2021,"9",20298,48,2600,504,0,17614,2247,15512
"November",2021,"10",12925,42,1259,259,0,9217,1179,6248
"November",2021,"11",11664,26,887,171,0,7804,885,2660
"November",2021,"12",18608,42,1924,333,0,13439,1644,13136
"November",2021,"13",13755,22,2240,435,0,11576,1235,17392
"November",2021,"14",13823,41,1101,203,0,9163,1109,4756
"November",2021,"15",14977,49,1443,283,0,10100,1096,6034
"November",2021,"16",12919,60,1437,344,0,10810,1241,5467
"November",2021,"17",21441,46,1858,372,0,13840,1828,9332
"November",2021,"18",16331,59,1650,339,0,12197,1463,8151
"November",2021,"19",13073,28,2218,348,0,12743,1193,16601
"November",2021,"20",14814,50,1633,362,0,10766,1350,8703
"November",2021,"21",13821,42,1877,352,0,10747,1211,11335
"November",2021,"22",15423,29,2480,425,0,13473,1484,17948
"November",2021,"23",16106,36,3143,507,0,15057,1377,23794
"November",2021,"24",15722,102,1686,522,6,11664,1101,7583
"November",2021,"25",17041,95,2405,622,7,12280,1247,19837
"November",2021,"26",17379,85,2779,765,9,14671,1367,22640
"November",2021,"27",15731,104,1977,566,10,11774,1211,11692
"November",2021,"28",12526,25,902,163,0,8343,1039,3149
"November",2021,"29",16015,48,2180,450,0,12976,1444,14046
"November",2021,"30",14745,91,1938,508,9,11498,1212,10932
"November",2021,"31",15426,76,2396,655,7,12594,1330,17371
"November",2021,"32",8634,34,2015,466,11,10122,771,21010
"November",2021,"33",4800,16,1741,346,4,8354,488,18749
"November",2021,"34",15787,50,1735,381,0,11204,1367,10282
"November",2021,"35",21042,41,2837,554,0,19041,2362,17334
"November",2021,"36",11950,47,2826,522,2,13533,1422,22449
"November",2021,"37",15978,36,2016,351,0,11121,1237,15142
"November",2021,"38",7329,41,2518,571,5,11882,813,21918
"November",2021,"39",11197,56,2633,639,11,11798,887,27532
"November",2021,"40",12928,54,2423,596,4,11550,889,19188
"November",2021,"41",17684,55,2386,492,0,15508,1987,14017
"November",2021,"42",12880,42,1326,265,0,9990,1239,6755
"December",2020,"1",20883,38,2054,355,0,11329,636,13060
"December",2020,"2",15493,44,2113,414,0,11139,523,16805
"December",2020,"3",15163,45,1254,290,0,8239,493,6994
"December",2020,"4",18456,47,2454,539,0,12597,670,18665
"December",2020,"5",15377,53,1712,380,0,9732,525,12127
"December",2020,"6",18142,26,1056,190,0,7357,562,3041
"December",2020,"7",19880,54,1380,263,0,9127,577,6896
"December",2020,"8",17274,55,1807,371,0,11984,664,10990
"December",2020,"9",21544,59,2568,532,0,15583,853,16728
"December",2020,"10",13855,52,1295,254,0,7807,527,6804
"December",2020,"11",12610,34,882,184,0,6411,420,2889
"December",2020,"12",19530,47,1871,344,0,11592,689,13881
"December",2020,"13",14705,30,2211,438,0,10609,488,18748
"December",2020,"14",14959,49,1088,200,0,7863,502,5247
"December",2020,"15",15993,56,1429,291,0,8412,478,6571
"December",2020,"16",14804,72,1536,370,0,9364,639,6182
"December",2020,"17",22340,51,1796,360,0,11542,712,9822
"December",2020,"18",17662,68,1692,363,0,10557,651,9082
"December",2020,"19",13884,36,2189,354,0,10717,530,17476
"December",2020,"20",16207,60,1658,384,0,9548,565,9607
"December",2020,"21",14954,54,1848,378,0,9832,493,12447
"December",2020,"22",16526,37,2488,440,0,12122,589,19529
"December",2020,"23",16786,35,3007,495,0,13309,534,25418
"December",2020,"24",16928,115,1705,546,6,10269,635,8067
"December",2020,"25",17574,103,2312,611,11,11150,618,20873
"December",2020,"26",17863,91,2648,751,9,13081,694,23598
"December",2020,"27",16453,117,2005,590,12,10531,586,12400
"December",2020,"28",13358,28,951,166,0,6742,441,3333
"December",2020,"29",17364,51,2192,463,0,11674,587,15469
"December",2020,"30",15470,100,1897,505,10,9990,610,11632
"December",2020,"31",15978,88,2363,631,8,11109,621,18155
"December",2020,"32",9132,43,2023,460,10,8916,421,21664
"December",2020,"33",5385,19,1852,389,5,7536,259,19851
"December",2020,"34",17068,59,1782,390,0,9943,547,11364
"December",2020,"35",22026,53,2757,586,0,17127,909,18402
"December",2020,"36",13806,59,3106,564,4,12242,579,25063
"December",2020,"37",17017,44,2007,361,0,10205,505,16431
"December",2020,"38",8272,48,2669,606,6,10405,394,23654
"December",2020,"39",11907,63,2647,602,12,10236,391,28685
"December",2020,"40",13661,57,2421,593,4,9976,474,20438
"December",2020,"41",18797,63,2364,531,0,13384,737,15264
"December",2020,"42",13952,47,1329,282,0,8620,484,7454
"December",2021,"1",12572,19,1330,245,0,8185,957,7911
"December",2021,"2",19186,44,2787,494,0,16252,1817,18799
"December",2021,"3",18116,42,1792,391,0,12853,1500,10249
"December",2021,"4",16709,38,2390,486,0,13268,1530,16965
"December",2021,"5",14130,39,1662,346,0,11358,1428,9817
"December",2021,"6",19036,37,1159,206,0,10074,1341,3302
"December",2021,"7",18818,40,1491,259,0,11333,1394,7258
"December",2021,"8",12985,29,1526,319,0,11622,1407,8849
"December",2021,"9",14215,34,1795,370,0,12671,1473,10770
"December",2021,"10",13071,43,1389,277,0,9738,1202,8008
"December",2021,"11",14471,43,1200,223,0,10154,1151,3562
"December",2021,"12",18852,42,1851,301,0,13384,1548,12214
"December",2021,"13",17319,32,2640,511,0,14583,1628,19222
"December",2021,"14",14582,43,1287,247,0,10008,1178,5328
"December",2021,"15",16294,70,1750,415,0,13515,1444,6756
"December",2021,"16",16164,48,1816,384,0,13071,1529,10245
"December",2021,"17",22165,49,1964,396,0,14970,1946,9901
"December",2021,"18",16605,60,1663,334,0,12567,1471,8102
"December",2021,"19",11307,29,2432,380,0,12722,1053,21040
"December",2021,"20",12939,42,1297,295,0,8976,999,6324
"December",2021,"21",15331,55,2124,401,0,12529,1314,12980
"December",2021,"22",15816,34,2527,451,0,13943,1540,17702
"December",2021,"23",14035,27,2735,399,0,12737,1008,20863
"December",2021,"24",15713,103,1704,524,5,11925,1091,7581
"December",2021,"25",17076,95,2416,623,7,12445,1221,19879
"December",2021,"26",17435,84,2803,756,9,14857,1335,22753
"December",2021,"27",15734,105,1993,567,10,11956,1191,11710
"December",2021,"28",15098,25,1117,227,0,10425,1245,4207
"December",2021,"29",14804,42,1895,404,0,12242,1378,11567
"December",2021,"30",14739,91,1947,502,9,11659,1203,10971
"December",2021,"31",15448,76,2416,661,7,12775,1315,17391
"December",2021,"32",8634,34,2028,471,11,10290,762,21086
"December",2021,"33",4918,18,1791,358,4,8633,494,19427
"December",2021,"34",13713,43,1513,331,0,9907,1178,9221
"December",2021,"35",15343,29,2187,423,0,14199,1728,13166
"December",2021,"36",11109,41,2616,477,1,12980,1234,20115
"December",2021,"37",18265,42,2290,413,0,13085,1444,15150
"December",2021,"38",7319,41,2528,578,6,12165,782,22009
"December",2021,"39",11182,54,2646,646,11,11998,875,27604
"December",2021,"40",12906,53,2436,599,4,11739,880,19206
"December",2021,"41",17744,45,2439,505,0,15598,2012,13916
"December",2021,"42",15552,50,1680,314,0,12322,1463,9260
"February",2018,"1",17270,53,1614,282,0,8035,260,10822
"February",2018,"2",13223,51,1665,352,0,8546,185,15293
"February",2018,"3",13828,57,1016,231,0,6465,340,6380
"February",2018,"4",15433,73,1894,444,0,8924,247,15412
"February",2018,"5",13486,61,1369,301,0,7136,225,10891
"February",2018,"6",17070,57,744,148,0,6057,696,2619
"February",2018,"7",17507,86,1060,175,0,6735,369,5822
"February",2018,"8",13709,63,1295,299,0,7801,241,8563
"February",2018,"9",15453,66,1677,405,0,9659,246,12140
"February",2018,"10",12622,65,1030,241,0,5896,298,6234
"February",2018,"11",11417,60,634,162,0,5102,423,2558
"February",2018,"12",15977,61,1430,278,0,7899,318,10645
"February",2018,"13",12998,44,1816,352,0,8093,193,15987
"February",2018,"14",13793,69,845,180,0,6298,430,4592
"February",2018,"15",14586,88,1181,265,0,6715,483,5711
"February",2018,"16",13427,78,1126,353,0,7709,667,5479
"February",2018,"17",17457,70,1289,258,0,7713,330,7928
"February",2018,"18",15219,90,1320,317,0,8091,464,7447
"February",2018,"19",12272,55,1880,276,0,7818,268,14021
"February",2018,"20",14552,86,1387,338,0,7580,387,8711
"February",2018,"21",13213,68,1530,325,0,7369,223,10889
"February",2018,"22",14301,54,1987,383,0,9069,197,16693
"February",2018,"23",14319,51,2442,405,0,9524,204,21283
"February",2018,"24",14296,242,1383,516,5,7634,493,7134
"February",2018,"25",14508,124,1936,524,8,8262,361,18893
"February",2018,"26",13870,126,2043,557,10,8978,368,20550
"February",2018,"27",13557,149,1624,458,11,7494,361,10972
"February",2018,"28",11603,35,640,158,0,4870,339,2743
"February",2018,"29",14743,69,1754,373,0,8672,250,13390
"February",2018,"30",12635,110,1488,374,7,6434,325,9909
"February",2018,"31",13113,112,1879,484,9,7428,274,15609
"February",2018,"32",8340,55,1684,344,11,6162,206,17199
"February",2018,"33",5651,16,1678,334,3,5675,103,16684
"February",2018,"34",14949,67,1419,323,0,7537,282,10133
"February",2018,"35",16348,57,1822,461,0,10595,236,13367
"February",2018,"36",11405,80,2564,430,4,8011,175,18987
"February",2018,"37",14798,52,1736,292,0,7832,222,14569
"February",2018,"38",7918,67,2316,432,2,6635,169,19757
"February",2018,"39",11650,106,2706,578,9,8376,162,25921
"February",2018,"40",10795,83,1869,405,4,6287,218,16669
"February",2018,"41",14592,72,1610,389,0,8510,228,11566
"February",2018,"42",12145,58,1067,254,0,6077,225,6189
"February",2020,"1",18571,35,1695,310,0,9132,211,11328
"February",2020,"2",14093,36,1735,348,0,9200,161,15045
"February",2020,"3",13788,42,1021,220,0,6712,211,6161
"February",2020,"4",16829,47,2060,480,0,10400,213,16502
"February",2020,"5",13930,40,1383,349,0,7842,184,10824
"February",2020,"6",17176,24,888,171,0,6309,391,2666
"February",2020,"7",18320,50,1153,201,0,7647,293,6075
"February",2020,"8",15078,36,1427,335,0,9256,181,9051
"February",2020,"9",18371,40,1918,448,0,12057,210,13728
"February",2020,"10",12410,33,1088,244,0,6158,195,5965
"February",2020,"11",11692,31,775,174,0,5443,244,2551
"February",2020,"12",17496,47,1550,292,0,9401,251,11865
"February",2020,"13",13616,27,1826,359,0,8853,174,16604
"February",2020,"14",13790,43,900,163,0,6529,256,4530
"February",2020,"15",14535,45,1204,286,0,6912,239,5643
"February",2020,"16",13818,51,1331,354,0,8023,428,5355
"February",2020,"17",19256,42,1459,294,0,8948,259,8355
"February",2020,"18",15995,67,1405,339,0,8550,265,7648
"February",2020,"19",12762,31,1861,309,0,8688,201,15176
"February",2020,"20",14659,47,1378,343,0,7708,251,8436
"February",2020,"21",13649,42,1566,350,0,8066,173,10884
"February",2020,"22",15307,28,2045,393,0,10029,183,17311
"February",2020,"23",15483,31,2559,446,0,10857,177,22759
"February",2020,"24",16822,152,1631,545,5,9485,483,8019
"February",2020,"25",16729,110,2116,552,8,9792,347,19993
"February",2020,"26",16645,97,2363,691,7,11396,364,22394
"February",2020,"27",15413,118,1774,505,9,9078,344,11657
"February",2020,"28",11998,15,777,165,0,5436,217,2821
"February",2020,"29",15845,46,1800,367,0,9421,217,13524
"February",2020,"30",14577,99,1684,453,10,8323,322,10857
"February",2020,"31",14921,95,2064,571,7,9220,302,16830
"February",2020,"32",8719,39,1809,369,9,7247,194,19121
"February",2020,"33",4872,12,1481,290,3,5457,82,16119
"February",2020,"34",15376,43,1445,340,0,8165,202,10112
"February",2020,"35",19085,34,2132,529,0,13201,236,14842
"February",2020,"36",12561,65,2737,479,6,9814,173,21689
"February",2020,"37",15613,32,1768,302,0,8446,185,14770
"February",2020,"38",8387,48,2588,552,3,8602,200,22273
"February",2020,"39",11843,79,2660,603,8,9513,149,27382
"February",2020,"40",12513,61,2140,522,4,8077,232,18742
"February",2020,"41",16332,53,1867,462,0,10220,197,12691
"February",2020,"42",12458,39,1075,252,0,6818,167,6300
"February",2021,"1",20503,34,2085,358,0,11388,934,12673
"February",2021,"2",15176,40,2141,414,0,11253,725,16200
"February",2021,"3",14749,41,1247,293,0,8324,669,6742
"February",2021,"4",18144,45,2500,535,0,12597,923,18055
"February",2021,"5",15031,49,1750,375,0,9719,723,11727
"February",2021,"6",17450,23,1013,180,0,7352,761,2916
"February",2021,"7",19356,52,1368,251,0,9127,783,6670
"February",2021,"8",16815,52,1802,360,0,11977,968,10642
"February",2021,"9",21103,55,2583,533,0,15610,1189,16254
"February",2021,"10",13492,51,1267,253,0,7808,687,6590
"February",2021,"11",12169,30,839,178,0,6377,528,2777
"February",2021,"12",19176,45,1889,338,0,11630,932,13480
"February",2021,"13",14409,28,2240,429,0,10578,702,18210
"February",2021,"14",14486,48,1065,201,0,7854,660,5063
"February",2021,"15",15544,56,1409,282,0,8479,627,6348
"February",2021,"16",13463,64,1432,342,0,8842,728,5742
"February",2021,"17",21950,48,1794,360,0,11594,1004,9546
"February",2021,"18",17152,65,1673,353,0,10479,870,8726
"February",2021,"19",13593,33,2203,351,0,10840,726,17006
"February",2021,"20",15661,58,1640,359,0,9448,760,9256
"February",2021,"21",14639,54,1873,361,0,9863,655,12061
"February",2021,"22",16218,33,2504,446,0,12176,819,18926
"February",2021,"23",16519,35,3098,496,0,13481,790,24606
"February",2021,"24",16910,113,1709,545,6,10583,758,8002
"February",2021,"25",17625,103,2379,628,10,11469,774,20650
"February",2021,"26",17906,90,2726,768,10,13464,868,23297
"February",2021,"27",16500,115,2026,601,12,10815,710,12247
"February",2021,"28",12982,28,916,163,0,6841,597,3231
"February",2021,"29",16978,48,2183,460,0,11659,799,14946
"February",2021,"30",15422,103,1913,510,10,10336,752,11529
"February",2021,"31",15970,86,2386,644,8,11405,762,17991
"February",2021,"32",8830,42,1974,445,10,8666,478,20994
"February",2021,"33",5400,19,1893,400,4,7853,342,19828
"February",2021,"34",16652,60,1782,387,0,9968,739,10967
"February",2021,"35",21629,50,2783,568,0,17257,1270,17879
"February",2021,"36",13220,58,3071,551,4,12294,806,24031
"February",2021,"37",16678,40,2016,358,0,10230,700,15913
"February",2021,"38",7753,44,2550,554,6,9853,472,22268
"February",2021,"39",11609,62,2665,617,12,10363,481,27969
"February",2021,"40",13647,55,2499,612,4,10327,600,20199
"February",2021,"41",18504,62,2371,517,0,13511,1047,14775
"February",2021,"42",13618,46,1333,269,0,8648,669,7182
"March",2018,"1",16684,47,1549,275,0,7727,233,10507
"March",2018,"2",12629,50,1573,328,0,8086,162,14701
"March",2018,"3",12629,52,939,216,0,5745,260,6005
"March",2018,"4",14751,67,1794,429,0,8455,226,14849
"March",2018,"5",12741,55,1296,282,0,6646,199,10418
"March",2018,"6",15364,39,627,135,0,5100,509,2295
"March",2018,"7",16663,75,1005,166,0,6311,311,5616
"March",2018,"8",13009,60,1244,282,0,7398,207,8198
"March",2018,"9",14793,62,1604,382,0,9272,220,11755
"March",2018,"10",11260,59,937,220,0,5127,225,5794
"March",2018,"11",10207,46,553,139,0,4331,302,2243
"March",2018,"12",15410,61,1380,268,0,7578,281,10379
"March",2018,"13",12475,40,1738,332,0,7774,182,15494
"March",2018,"14",12562,59,779,161,0,5464,302,4322
"March",2018,"15",13345,75,1059,242,0,5826,349,5352
"March",2018,"16",11349,62,955,305,0,6225,446,4828
"March",2018,"17",16556,58,1228,253,0,7225,290,7624
"March",2018,"18",13858,79,1179,278,0,6942,324,6893
"March",2018,"19",11394,44,1772,262,0,7253,204,13418
"March",2018,"20",13035,71,1258,287,0,6528,292,8102
"March",2018,"21",12571,62,1474,315,0,6979,194,10486
"March",2018,"22",13793,49,1895,367,0,8716,184,16224
"March",2018,"23",13809,51,2344,393,0,9161,185,20591
"March",2018,"24",14510,237,1407,531,4,7733,491,7201
"March",2018,"25",14609,124,1949,525,8,8343,360,18959
"March",2018,"26",13987,129,2054,570,10,9098,364,20655
"March",2018,"27",13653,150,1640,460,11,7553,362,11035
"March",2018,"28",10787,29,581,141,0,4390,258,2587
"March",2018,"29",14029,65,1644,348,0,8095,222,12856
"March",2018,"30",12735,107,1487,373,7,6499,322,9954
"March",2018,"31",13161,113,1887,488,9,7495,276,15665
"March",2018,"32",8341,55,1698,344,12,6194,206,17238
"March",2018,"33",5640,16,1682,334,3,5695,108,16701
"March",2018,"34",13895,61,1336,304,0,6955,232,9634
"March",2018,"35",15920,52,1780,449,0,10292,226,13058
"March",2018,"36",11245,74,2527,424,4,7878,165,18781
"March",2018,"37",13891,49,1641,275,0,7346,191,14014
"March",2018,"38",7933,66,2323,435,2,6688,169,19810
"March",2018,"39",11415,103,2671,563,9,8234,163,25502
"March",2018,"40",10843,83,1887,406,4,6333,219,16751
"March",2018,"41",13793,66,1520,372,0,7964,194,11062
"March",2018,"42",11273,52,1007,228,0,5606,191,5873
"March",2020,"1",18937,34,1712,303,0,9235,212,11430
"March",2020,"2",14389,36,1747,350,0,9195,157,15111
"March",2020,"3",14054,43,1044,217,0,6817,211,6212
"March",2020,"4",17104,47,2081,477,0,10480,215,16607
"March",2020,"5",14199,42,1386,346,0,7952,186,10891
"March",2020,"6",17559,23,937,170,0,6466,391,2726
"March",2020,"7",18583,51,1173,204,0,7772,290,6140
"March",2020,"8",15340,35,1435,334,0,9471,185,9150
"March",2020,"9",18796,41,1941,456,0,12240,208,13878
"March",2020,"10",12710,33,1100,239,0,6344,196,6015
"March",2020,"11",12025,32,824,178,0,5550,242,2617
"March",2020,"12",17861,41,1568,296,0,9538,253,11989
"March",2020,"13",13784,28,1831,365,0,8924,173,16734
"March",2020,"14",14075,44,924,167,0,6663,255,4587
"March",2020,"15",14917,42,1227,283,0,7044,242,5717
"March",2020,"16",14273,53,1376,363,0,8231,423,5421
"March",2020,"17",19657,40,1464,298,0,9079,253,8452
"March",2020,"18",16278,66,1417,343,0,8721,268,7702
"March",2020,"19",13003,28,1881,310,0,8856,204,15335
"March",2020,"20",15101,49,1387,344,0,7871,245,8486
"March",2020,"21",13851,39,1573,353,0,8208,178,10972
"March",2020,"22",15550,27,2050,393,0,10111,180,17404
"March",2020,"23",15744,30,2562,447,0,10997,179,22891
"March",2020,"24",17103,148,1621,533,5,9412,484,8029
"March",2020,"25",16983,105,2113,552,7,9764,345,20038
"March",2020,"26",16952,94,2347,686,7,11352,364,22443
"March",2020,"27",15692,113,1781,502,9,9096,331,11693
"March",2020,"28",12284,15,809,166,0,5625,221,2866
"March",2020,"29",16148,45,1807,368,0,9595,212,13620
"March",2020,"30",14798,95,1707,450,11,8374,323,10897
"March",2020,"31",15107,86,2063,576,7,9320,295,16882
